"country","year","value","climate_model","scenario","variable"
"BDI",1960,104.875347845515,"gfdl","historic","precipitation"
"BOL",1960,135.686826162051,"gfdl","historic","precipitation"
"CAF",1960,167.668712474315,"gfdl","historic","precipitation"
"CHL",1960,7.50427441304147,"gfdl","historic","precipitation"
"CHN",1960,90.2920172902518,"gfdl","historic","precipitation"
"CMR",1960,233.437030672768,"gfdl","historic","precipitation"
"COL",1960,128.679389275318,"gfdl","historic","precipitation"
"CRI",1960,115.959714912224,"gfdl","historic","precipitation"
"DOM",1960,100.819550932925,"gfdl","historic","precipitation"
"EGY",1960,1.68262501872013,"gfdl","historic","precipitation"
"GHA",1960,171.350934233769,"gfdl","historic","precipitation"
"GTM",1960,70.458662669575,"gfdl","historic","precipitation"
"KEN",1960,47.1494238890971,"gfdl","historic","precipitation"
"MAR",1960,48.6234428743499,"gfdl","historic","precipitation"
"MEX",1960,106.911188554776,"gfdl","historic","precipitation"
"MOZ",1960,138.769801940049,"gfdl","historic","precipitation"
"NIC",1960,33.2330164736034,"gfdl","historic","precipitation"
"PAN",1960,192.733150940713,"gfdl","historic","precipitation"
"PER",1960,120.902422474631,"gfdl","historic","precipitation"
"PHL",1960,131.775446316691,"gfdl","historic","precipitation"
"RWA",1960,51.8145607868389,"gfdl","historic","precipitation"
"SLV",1960,26.2678856243985,"gfdl","historic","precipitation"
"TCD",1960,103.887135648225,"gfdl","historic","precipitation"
"THA",1960,138.754449981788,"gfdl","historic","precipitation"
"BDI",1961,125.467641250803,"gfdl","historic","precipitation"
"BDI",1962,125.324510436995,"gfdl","historic","precipitation"
"BDI",1963,136.317846862777,"gfdl","historic","precipitation"
"BDI",1964,164.466835133953,"gfdl","historic","precipitation"
"BDI",1965,133.986166560169,"gfdl","historic","precipitation"
"BDI",1966,119.137010781823,"gfdl","historic","precipitation"
"BDI",1967,159.311193031746,"gfdl","historic","precipitation"
"BDI",1968,187.971891363401,"gfdl","historic","precipitation"
"BDI",1969,147.886369840211,"gfdl","historic","precipitation"
"BDI",1970,136.180344317393,"gfdl","historic","precipitation"
"BOL",1961,117.398685062817,"gfdl","historic","precipitation"
"BOL",1962,122.129529103308,"gfdl","historic","precipitation"
"BOL",1963,159.414493586463,"gfdl","historic","precipitation"
"BOL",1964,130.361121375416,"gfdl","historic","precipitation"
"BOL",1965,109.837398956714,"gfdl","historic","precipitation"
"BOL",1966,135.03694946936,"gfdl","historic","precipitation"
"BOL",1967,151.838687887123,"gfdl","historic","precipitation"
"BOL",1968,155.313029252374,"gfdl","historic","precipitation"
"BOL",1969,127.736140995269,"gfdl","historic","precipitation"
"BOL",1970,106.150294056355,"gfdl","historic","precipitation"
"CAF",1961,170.65017508674,"gfdl","historic","precipitation"
"CAF",1962,157.802118671491,"gfdl","historic","precipitation"
"CAF",1963,152.647536766924,"gfdl","historic","precipitation"
"CAF",1964,170.216108431746,"gfdl","historic","precipitation"
"CAF",1965,111.993097115605,"gfdl","historic","precipitation"
"CAF",1966,157.27613786431,"gfdl","historic","precipitation"
"CAF",1967,149.363474713537,"gfdl","historic","precipitation"
"CAF",1968,166.384206991397,"gfdl","historic","precipitation"
"CAF",1969,179.477865528166,"gfdl","historic","precipitation"
"CAF",1970,185.833136614858,"gfdl","historic","precipitation"
"CHL",1961,15.0091386757891,"gfdl","historic","precipitation"
"CHL",1962,19.7622470226405,"gfdl","historic","precipitation"
"CHL",1963,5.14621563200591,"gfdl","historic","precipitation"
"CHL",1964,5.84920326457001,"gfdl","historic","precipitation"
"CHL",1965,9.57750103972254,"gfdl","historic","precipitation"
"CHL",1966,19.1605200579867,"gfdl","historic","precipitation"
"CHL",1967,9.36736815913227,"gfdl","historic","precipitation"
"CHL",1968,4.00337985308267,"gfdl","historic","precipitation"
"CHL",1969,11.5144813291146,"gfdl","historic","precipitation"
"CHL",1970,5.6788187222778,"gfdl","historic","precipitation"
"CHN",1961,112.523406343522,"gfdl","historic","precipitation"
"CHN",1962,119.065816033188,"gfdl","historic","precipitation"
"CHN",1963,92.6611136819893,"gfdl","historic","precipitation"
"CHN",1964,95.7101333336071,"gfdl","historic","precipitation"
"CHN",1965,101.35782359393,"gfdl","historic","precipitation"
"CHN",1966,105.553733344309,"gfdl","historic","precipitation"
"CHN",1967,91.3112366068652,"gfdl","historic","precipitation"
"CHN",1968,95.1315498935336,"gfdl","historic","precipitation"
"CHN",1969,109.482279972592,"gfdl","historic","precipitation"
"CHN",1970,88.112889202919,"gfdl","historic","precipitation"
"CMR",1961,195.385397983262,"gfdl","historic","precipitation"
"CMR",1962,266.469795501605,"gfdl","historic","precipitation"
"CMR",1963,236.678971035227,"gfdl","historic","precipitation"
"CMR",1964,268.900952360928,"gfdl","historic","precipitation"
"CMR",1965,173.192884242326,"gfdl","historic","precipitation"
"CMR",1966,186.504263287214,"gfdl","historic","precipitation"
"CMR",1967,233.646206555217,"gfdl","historic","precipitation"
"CMR",1968,251.622616308337,"gfdl","historic","precipitation"
"CMR",1969,266.011019242474,"gfdl","historic","precipitation"
"CMR",1970,252.348338094047,"gfdl","historic","precipitation"
"COL",1961,459.11582582087,"gfdl","historic","precipitation"
"COL",1962,240.979154929645,"gfdl","historic","precipitation"
"COL",1963,161.821176793698,"gfdl","historic","precipitation"
"COL",1964,163.63907932541,"gfdl","historic","precipitation"
"COL",1965,186.87024353993,"gfdl","historic","precipitation"
"COL",1966,218.799816025755,"gfdl","historic","precipitation"
"COL",1967,150.519031043065,"gfdl","historic","precipitation"
"COL",1968,142.019276429015,"gfdl","historic","precipitation"
"COL",1969,106.583833240235,"gfdl","historic","precipitation"
"COL",1970,128.72425247754,"gfdl","historic","precipitation"
"CRI",1961,287.362277294155,"gfdl","historic","precipitation"
"CRI",1962,328.06545911369,"gfdl","historic","precipitation"
"CRI",1963,329.487051703262,"gfdl","historic","precipitation"
"CRI",1964,650.668345256565,"gfdl","historic","precipitation"
"CRI",1965,149.023974626147,"gfdl","historic","precipitation"
"CRI",1966,359.414597024109,"gfdl","historic","precipitation"
"CRI",1967,294.990801920747,"gfdl","historic","precipitation"
"CRI",1968,247.095252659214,"gfdl","historic","precipitation"
"CRI",1969,114.574232374087,"gfdl","historic","precipitation"
"CRI",1970,145.705954168424,"gfdl","historic","precipitation"
"DOM",1961,441.232656941456,"gfdl","historic","precipitation"
"DOM",1962,161.927974198102,"gfdl","historic","precipitation"
"DOM",1963,271.587964107481,"gfdl","historic","precipitation"
"DOM",1964,187.206660015475,"gfdl","historic","precipitation"
"DOM",1965,84.7868723633111,"gfdl","historic","precipitation"
"DOM",1966,142.418453236726,"gfdl","historic","precipitation"
"DOM",1967,178.730033301598,"gfdl","historic","precipitation"
"DOM",1968,173.847426574063,"gfdl","historic","precipitation"
"DOM",1969,109.660515084437,"gfdl","historic","precipitation"
"DOM",1970,93.0139100454832,"gfdl","historic","precipitation"
"EGY",1961,0.187560166226798,"gfdl","historic","precipitation"
"EGY",1962,0.00485360256032816,"gfdl","historic","precipitation"
"EGY",1963,0.129650907683885,"gfdl","historic","precipitation"
"EGY",1964,0.0415799648846677,"gfdl","historic","precipitation"
"EGY",1965,0.632752700070652,"gfdl","historic","precipitation"
"EGY",1966,0.00368857600455093,"gfdl","historic","precipitation"
"EGY",1967,0.0196259589535009,"gfdl","historic","precipitation"
"EGY",1968,0.00651979340753209,"gfdl","historic","precipitation"
"EGY",1969,0.0900035663100622,"gfdl","historic","precipitation"
"EGY",1970,0.266492928997457,"gfdl","historic","precipitation"
"GHA",1961,91.9614442519857,"gfdl","historic","precipitation"
"GHA",1962,122.189204031978,"gfdl","historic","precipitation"
"GHA",1963,139.010300061581,"gfdl","historic","precipitation"
"GHA",1964,170.775128252449,"gfdl","historic","precipitation"
"GHA",1965,143.751949848901,"gfdl","historic","precipitation"
"GHA",1966,130.85607137594,"gfdl","historic","precipitation"
"GHA",1967,147.058841505865,"gfdl","historic","precipitation"
"GHA",1968,183.825420051715,"gfdl","historic","precipitation"
"GHA",1969,174.705956588111,"gfdl","historic","precipitation"
"GHA",1970,165.347995873814,"gfdl","historic","precipitation"
"GTM",1961,219.191401458338,"gfdl","historic","precipitation"
"GTM",1962,355.217812105653,"gfdl","historic","precipitation"
"GTM",1963,450.565225226466,"gfdl","historic","precipitation"
"GTM",1964,421.725935561499,"gfdl","historic","precipitation"
"GTM",1965,98.31427059204,"gfdl","historic","precipitation"
"GTM",1966,432.319617073402,"gfdl","historic","precipitation"
"GTM",1967,345.435309781284,"gfdl","historic","precipitation"
"GTM",1968,214.893277954538,"gfdl","historic","precipitation"
"GTM",1969,94.9979012948244,"gfdl","historic","precipitation"
"GTM",1970,87.4204937299139,"gfdl","historic","precipitation"
"KEN",1961,83.4535246559863,"gfdl","historic","precipitation"
"KEN",1962,30.7573219773637,"gfdl","historic","precipitation"
"KEN",1963,35.9841639731219,"gfdl","historic","precipitation"
"KEN",1964,36.1500237500047,"gfdl","historic","precipitation"
"KEN",1965,28.4634866282,"gfdl","historic","precipitation"
"KEN",1966,71.4089482820069,"gfdl","historic","precipitation"
"KEN",1967,59.975846056919,"gfdl","historic","precipitation"
"KEN",1968,54.9542823474769,"gfdl","historic","precipitation"
"KEN",1969,66.394578282727,"gfdl","historic","precipitation"
"KEN",1970,42.1871874685658,"gfdl","historic","precipitation"
"MAR",1961,34.963534709973,"gfdl","historic","precipitation"
"MAR",1962,16.7471621463336,"gfdl","historic","precipitation"
"MAR",1963,15.0628875525048,"gfdl","historic","precipitation"
"MAR",1964,42.2190964090619,"gfdl","historic","precipitation"
"MAR",1965,15.0645751199303,"gfdl","historic","precipitation"
"MAR",1966,42.6223853265679,"gfdl","historic","precipitation"
"MAR",1967,6.16014761370244,"gfdl","historic","precipitation"
"MAR",1968,10.2901230015734,"gfdl","historic","precipitation"
"MAR",1969,22.4293193070572,"gfdl","historic","precipitation"
"MAR",1970,29.56859369646,"gfdl","historic","precipitation"
"MEX",1961,145.978887612893,"gfdl","historic","precipitation"
"MEX",1962,164.148391156251,"gfdl","historic","precipitation"
"MEX",1963,197.847811040876,"gfdl","historic","precipitation"
"MEX",1964,204.728213486999,"gfdl","historic","precipitation"
"MEX",1965,126.507032843163,"gfdl","historic","precipitation"
"MEX",1966,117.902001595473,"gfdl","historic","precipitation"
"MEX",1967,177.698585013908,"gfdl","historic","precipitation"
"MEX",1968,138.629064069894,"gfdl","historic","precipitation"
"MEX",1969,105.173336744578,"gfdl","historic","precipitation"
"MEX",1970,118.844112906699,"gfdl","historic","precipitation"
"MOZ",1961,156.862027274928,"gfdl","historic","precipitation"
"MOZ",1962,166.892553686838,"gfdl","historic","precipitation"
"MOZ",1963,168.603550360251,"gfdl","historic","precipitation"
"MOZ",1964,171.313659208512,"gfdl","historic","precipitation"
"MOZ",1965,164.546703889204,"gfdl","historic","precipitation"
"MOZ",1966,174.47765150712,"gfdl","historic","precipitation"
"MOZ",1967,144.831928970094,"gfdl","historic","precipitation"
"MOZ",1968,152.249742268602,"gfdl","historic","precipitation"
"MOZ",1969,157.879475001482,"gfdl","historic","precipitation"
"MOZ",1970,186.296912384892,"gfdl","historic","precipitation"
"NIC",1961,327.208756531039,"gfdl","historic","precipitation"
"NIC",1962,227.455728022485,"gfdl","historic","precipitation"
"NIC",1963,434.660832755816,"gfdl","historic","precipitation"
"NIC",1964,314.219431733085,"gfdl","historic","precipitation"
"NIC",1965,37.035057661132,"gfdl","historic","precipitation"
"NIC",1966,407.156319515469,"gfdl","historic","precipitation"
"NIC",1967,311.206498823994,"gfdl","historic","precipitation"
"NIC",1968,129.687857430638,"gfdl","historic","precipitation"
"NIC",1969,45.1645631449894,"gfdl","historic","precipitation"
"NIC",1970,37.7740867955595,"gfdl","historic","precipitation"
"PAN",1961,331.21571955458,"gfdl","historic","precipitation"
"PAN",1962,290.765478241175,"gfdl","historic","precipitation"
"PAN",1963,280.785220849637,"gfdl","historic","precipitation"
"PAN",1964,298.889411613824,"gfdl","historic","precipitation"
"PAN",1965,220.650829523837,"gfdl","historic","precipitation"
"PAN",1966,347.791062674997,"gfdl","historic","precipitation"
"PAN",1967,192.060408077579,"gfdl","historic","precipitation"
"PAN",1968,264.607900799107,"gfdl","historic","precipitation"
"PAN",1969,149.883361353464,"gfdl","historic","precipitation"
"PAN",1970,252.092874414603,"gfdl","historic","precipitation"
"PER",1961,106.165421760774,"gfdl","historic","precipitation"
"PER",1962,107.80442135209,"gfdl","historic","precipitation"
"PER",1963,112.270952027757,"gfdl","historic","precipitation"
"PER",1964,115.833170695363,"gfdl","historic","precipitation"
"PER",1965,93.1815553298553,"gfdl","historic","precipitation"
"PER",1966,105.457409285009,"gfdl","historic","precipitation"
"PER",1967,120.708864947249,"gfdl","historic","precipitation"
"PER",1968,116.493885438623,"gfdl","historic","precipitation"
"PER",1969,102.499778116388,"gfdl","historic","precipitation"
"PER",1970,92.8449750686663,"gfdl","historic","precipitation"
"PHL",1961,222.42339746321,"gfdl","historic","precipitation"
"PHL",1962,259.056787042915,"gfdl","historic","precipitation"
"PHL",1963,244.798006208418,"gfdl","historic","precipitation"
"PHL",1964,196.557250285767,"gfdl","historic","precipitation"
"PHL",1965,243.86064570407,"gfdl","historic","precipitation"
"PHL",1966,156.194517949204,"gfdl","historic","precipitation"
"PHL",1967,217.885318565853,"gfdl","historic","precipitation"
"PHL",1968,213.277896708941,"gfdl","historic","precipitation"
"PHL",1969,224.243197490706,"gfdl","historic","precipitation"
"PHL",1970,221.220064928523,"gfdl","historic","precipitation"
"RWA",1961,92.2683997028606,"gfdl","historic","precipitation"
"RWA",1962,93.4283081889097,"gfdl","historic","precipitation"
"RWA",1963,82.1173795796579,"gfdl","historic","precipitation"
"RWA",1964,129.768928014343,"gfdl","historic","precipitation"
"RWA",1965,107.879359376259,"gfdl","historic","precipitation"
"RWA",1966,81.5865083757452,"gfdl","historic","precipitation"
"RWA",1967,112.303731606026,"gfdl","historic","precipitation"
"RWA",1968,142.613682602381,"gfdl","historic","precipitation"
"RWA",1969,119.924446159156,"gfdl","historic","precipitation"
"RWA",1970,102.443633485403,"gfdl","historic","precipitation"
"SLV",1961,191.91041598529,"gfdl","historic","precipitation"
"SLV",1962,312.7882959204,"gfdl","historic","precipitation"
"SLV",1963,540.759201232612,"gfdl","historic","precipitation"
"SLV",1964,420.514873454711,"gfdl","historic","precipitation"
"SLV",1965,53.6464502034253,"gfdl","historic","precipitation"
"SLV",1966,471.4746371037,"gfdl","historic","precipitation"
"SLV",1967,428.468008386883,"gfdl","historic","precipitation"
"SLV",1968,235.52948740474,"gfdl","historic","precipitation"
"SLV",1969,56.4150946864882,"gfdl","historic","precipitation"
"SLV",1970,51.3611018362683,"gfdl","historic","precipitation"
"TCD",1961,172.569535336453,"gfdl","historic","precipitation"
"TCD",1962,113.0255671239,"gfdl","historic","precipitation"
"TCD",1963,136.841399859685,"gfdl","historic","precipitation"
"TCD",1964,142.598712959207,"gfdl","historic","precipitation"
"TCD",1965,90.0918984102455,"gfdl","historic","precipitation"
"TCD",1966,187.666967821404,"gfdl","historic","precipitation"
"TCD",1967,133.230619014739,"gfdl","historic","precipitation"
"TCD",1968,155.797321706211,"gfdl","historic","precipitation"
"TCD",1969,129.052600308972,"gfdl","historic","precipitation"
"TCD",1970,201.994386073133,"gfdl","historic","precipitation"
"THA",1961,174.121951612658,"gfdl","historic","precipitation"
"THA",1962,151.381779447524,"gfdl","historic","precipitation"
"THA",1963,211.820269442019,"gfdl","historic","precipitation"
"THA",1964,214.705216249321,"gfdl","historic","precipitation"
"THA",1965,229.8263803153,"gfdl","historic","precipitation"
"THA",1966,157.210192629703,"gfdl","historic","precipitation"
"THA",1967,172.379217329223,"gfdl","historic","precipitation"
"THA",1968,193.843237405098,"gfdl","historic","precipitation"
"THA",1969,162.855624949535,"gfdl","historic","precipitation"
"THA",1970,200.465062954846,"gfdl","historic","precipitation"
"BDI",1971,126.985881104203,"gfdl","historic","precipitation"
"BDI",1972,129.068739134815,"gfdl","historic","precipitation"
"BDI",1973,140.965355444604,"gfdl","historic","precipitation"
"BDI",1974,106.662844726532,"gfdl","historic","precipitation"
"BDI",1975,131.715098775142,"gfdl","historic","precipitation"
"BDI",1976,90.8074105695394,"gfdl","historic","precipitation"
"BDI",1977,170.206716694582,"gfdl","historic","precipitation"
"BDI",1978,161.000533406498,"gfdl","historic","precipitation"
"BDI",1979,178.716578420615,"gfdl","historic","precipitation"
"BDI",1980,156.779110522252,"gfdl","historic","precipitation"
"BOL",1971,137.824777974993,"gfdl","historic","precipitation"
"BOL",1972,115.365654952851,"gfdl","historic","precipitation"
"BOL",1973,136.83926289204,"gfdl","historic","precipitation"
"BOL",1974,129.1074022403,"gfdl","historic","precipitation"
"BOL",1975,123.826991260992,"gfdl","historic","precipitation"
"BOL",1976,110.841147658662,"gfdl","historic","precipitation"
"BOL",1977,110.789962176982,"gfdl","historic","precipitation"
"BOL",1978,140.582348633555,"gfdl","historic","precipitation"
"BOL",1979,116.605943845694,"gfdl","historic","precipitation"
"BOL",1980,107.405833457202,"gfdl","historic","precipitation"
"CAF",1971,166.524209099026,"gfdl","historic","precipitation"
"CAF",1972,167.06631746841,"gfdl","historic","precipitation"
"CAF",1973,157.318122858743,"gfdl","historic","precipitation"
"CAF",1974,170.200953838562,"gfdl","historic","precipitation"
"CAF",1975,154.775877991634,"gfdl","historic","precipitation"
"CAF",1976,150.089920961409,"gfdl","historic","precipitation"
"CAF",1977,169.885445477195,"gfdl","historic","precipitation"
"CAF",1978,157.512209989241,"gfdl","historic","precipitation"
"CAF",1979,179.785393136436,"gfdl","historic","precipitation"
"CAF",1980,159.977568891841,"gfdl","historic","precipitation"
"CHL",1971,5.39481637000218,"gfdl","historic","precipitation"
"CHL",1972,8.11383423432112,"gfdl","historic","precipitation"
"CHL",1973,14.7509635941113,"gfdl","historic","precipitation"
"CHL",1974,9.72079591428859,"gfdl","historic","precipitation"
"CHL",1975,6.60721387616688,"gfdl","historic","precipitation"
"CHL",1976,3.99502291325894,"gfdl","historic","precipitation"
"CHL",1977,5.56756025264174,"gfdl","historic","precipitation"
"CHL",1978,7.71813238392019,"gfdl","historic","precipitation"
"CHL",1979,6.00611211982729,"gfdl","historic","precipitation"
"CHL",1980,8.49950458018752,"gfdl","historic","precipitation"
"CHN",1971,112.169008924578,"gfdl","historic","precipitation"
"CHN",1972,94.1321268203877,"gfdl","historic","precipitation"
"CHN",1973,109.906599588212,"gfdl","historic","precipitation"
"CHN",1974,99.899232576717,"gfdl","historic","precipitation"
"CHN",1975,88.903241737588,"gfdl","historic","precipitation"
"CHN",1976,104.892402812705,"gfdl","historic","precipitation"
"CHN",1977,108.283692805636,"gfdl","historic","precipitation"
"CHN",1978,88.7197892157172,"gfdl","historic","precipitation"
"CHN",1979,95.213598930847,"gfdl","historic","precipitation"
"CHN",1980,100.62783221584,"gfdl","historic","precipitation"
"CMR",1971,259.046321213509,"gfdl","historic","precipitation"
"CMR",1972,247.651304106271,"gfdl","historic","precipitation"
"CMR",1973,191.571289859871,"gfdl","historic","precipitation"
"CMR",1974,237.043286407716,"gfdl","historic","precipitation"
"CMR",1975,246.311661486147,"gfdl","historic","precipitation"
"CMR",1976,208.416323341118,"gfdl","historic","precipitation"
"CMR",1977,232.144174051645,"gfdl","historic","precipitation"
"CMR",1978,227.525388002261,"gfdl","historic","precipitation"
"CMR",1979,250.975397763229,"gfdl","historic","precipitation"
"CMR",1980,271.448510949638,"gfdl","historic","precipitation"
"COL",1971,170.06928301226,"gfdl","historic","precipitation"
"COL",1972,152.539835276346,"gfdl","historic","precipitation"
"COL",1973,190.526240386029,"gfdl","historic","precipitation"
"COL",1974,201.471917972566,"gfdl","historic","precipitation"
"COL",1975,133.935327908317,"gfdl","historic","precipitation"
"COL",1976,119.476637174788,"gfdl","historic","precipitation"
"COL",1977,137.122033950586,"gfdl","historic","precipitation"
"COL",1978,158.184067899788,"gfdl","historic","precipitation"
"COL",1979,161.86834400319,"gfdl","historic","precipitation"
"COL",1980,204.163397814552,"gfdl","historic","precipitation"
"CRI",1971,226.91658864602,"gfdl","historic","precipitation"
"CRI",1972,301.629586418512,"gfdl","historic","precipitation"
"CRI",1973,285.910507134656,"gfdl","historic","precipitation"
"CRI",1974,454.215357889334,"gfdl","historic","precipitation"
"CRI",1975,256.049024446921,"gfdl","historic","precipitation"
"CRI",1976,71.725750107812,"gfdl","historic","precipitation"
"CRI",1977,138.997113275858,"gfdl","historic","precipitation"
"CRI",1978,294.771922077244,"gfdl","historic","precipitation"
"CRI",1979,389.308311170596,"gfdl","historic","precipitation"
"CRI",1980,212.448706664759,"gfdl","historic","precipitation"
"DOM",1971,100.808551717077,"gfdl","historic","precipitation"
"DOM",1972,94.3788342218708,"gfdl","historic","precipitation"
"DOM",1973,158.563840003151,"gfdl","historic","precipitation"
"DOM",1974,113.35461998588,"gfdl","historic","precipitation"
"DOM",1975,100.15687016798,"gfdl","historic","precipitation"
"DOM",1976,76.0136165644087,"gfdl","historic","precipitation"
"DOM",1977,66.0145756390934,"gfdl","historic","precipitation"
"DOM",1978,116.843624891475,"gfdl","historic","precipitation"
"DOM",1979,149.647989988757,"gfdl","historic","precipitation"
"DOM",1980,184.49671510952,"gfdl","historic","precipitation"
"EGY",1971,0.104064110240328,"gfdl","historic","precipitation"
"EGY",1972,0.287305080684472,"gfdl","historic","precipitation"
"EGY",1973,0.408552245445757,"gfdl","historic","precipitation"
"EGY",1974,0.0107953146287811,"gfdl","historic","precipitation"
"EGY",1975,0.106640207749447,"gfdl","historic","precipitation"
"EGY",1976,0.0700108667167411,"gfdl","historic","precipitation"
"EGY",1977,0.137555049753904,"gfdl","historic","precipitation"
"EGY",1978,0.0926474434905867,"gfdl","historic","precipitation"
"EGY",1979,0.350538078402764,"gfdl","historic","precipitation"
"EGY",1980,0.117124058040698,"gfdl","historic","precipitation"
"GHA",1971,182.907698803278,"gfdl","historic","precipitation"
"GHA",1972,135.549933556973,"gfdl","historic","precipitation"
"GHA",1973,109.742490085592,"gfdl","historic","precipitation"
"GHA",1974,175.807139072356,"gfdl","historic","precipitation"
"GHA",1975,162.48558993472,"gfdl","historic","precipitation"
"GHA",1976,113.988777157282,"gfdl","historic","precipitation"
"GHA",1977,148.395776610767,"gfdl","historic","precipitation"
"GHA",1978,128.914496689486,"gfdl","historic","precipitation"
"GHA",1979,172.753812451245,"gfdl","historic","precipitation"
"GHA",1980,149.370824527319,"gfdl","historic","precipitation"
"GTM",1971,146.28358614452,"gfdl","historic","precipitation"
"GTM",1972,265.716850824809,"gfdl","historic","precipitation"
"GTM",1973,302.531619227167,"gfdl","historic","precipitation"
"GTM",1974,395.868805369784,"gfdl","historic","precipitation"
"GTM",1975,173.620772228409,"gfdl","historic","precipitation"
"GTM",1976,170.772384157986,"gfdl","historic","precipitation"
"GTM",1977,111.832319148626,"gfdl","historic","precipitation"
"GTM",1978,166.291929829526,"gfdl","historic","precipitation"
"GTM",1979,320.049741009506,"gfdl","historic","precipitation"
"GTM",1980,198.372723157108,"gfdl","historic","precipitation"
"KEN",1971,41.0427616115343,"gfdl","historic","precipitation"
"KEN",1972,48.1932566529418,"gfdl","historic","precipitation"
"KEN",1973,32.8046429842247,"gfdl","historic","precipitation"
"KEN",1974,23.882932517757,"gfdl","historic","precipitation"
"KEN",1975,20.3304237528592,"gfdl","historic","precipitation"
"KEN",1976,55.4208417506669,"gfdl","historic","precipitation"
"KEN",1977,90.2741622199244,"gfdl","historic","precipitation"
"KEN",1978,78.9966510525959,"gfdl","historic","precipitation"
"KEN",1979,39.8115131721626,"gfdl","historic","precipitation"
"KEN",1980,70.9767501137553,"gfdl","historic","precipitation"
"MAR",1971,28.2403876028022,"gfdl","historic","precipitation"
"MAR",1972,22.5715247447699,"gfdl","historic","precipitation"
"MAR",1973,43.4909133498344,"gfdl","historic","precipitation"
"MAR",1974,17.816639636668,"gfdl","historic","precipitation"
"MAR",1975,30.0143420716497,"gfdl","historic","precipitation"
"MAR",1976,15.0554422151796,"gfdl","historic","precipitation"
"MAR",1977,34.4413323206655,"gfdl","historic","precipitation"
"MAR",1978,25.415536601068,"gfdl","historic","precipitation"
"MAR",1979,31.4056453649463,"gfdl","historic","precipitation"
"MAR",1980,47.100769658659,"gfdl","historic","precipitation"
"MEX",1971,123.126430042881,"gfdl","historic","precipitation"
"MEX",1972,141.441973926961,"gfdl","historic","precipitation"
"MEX",1973,142.460464206059,"gfdl","historic","precipitation"
"MEX",1974,195.507340361028,"gfdl","historic","precipitation"
"MEX",1975,143.529198383869,"gfdl","historic","precipitation"
"MEX",1976,139.129780891903,"gfdl","historic","precipitation"
"MEX",1977,116.105549745329,"gfdl","historic","precipitation"
"MEX",1978,152.272748349945,"gfdl","historic","precipitation"
"MEX",1979,163.161916335656,"gfdl","historic","precipitation"
"MEX",1980,146.143575287747,"gfdl","historic","precipitation"
"MOZ",1971,122.829878666493,"gfdl","historic","precipitation"
"MOZ",1972,180.240776795185,"gfdl","historic","precipitation"
"MOZ",1973,166.820083332199,"gfdl","historic","precipitation"
"MOZ",1974,176.555984996689,"gfdl","historic","precipitation"
"MOZ",1975,132.41096917761,"gfdl","historic","precipitation"
"MOZ",1976,144.895634881871,"gfdl","historic","precipitation"
"MOZ",1977,116.550712080696,"gfdl","historic","precipitation"
"MOZ",1978,128.505130198349,"gfdl","historic","precipitation"
"MOZ",1979,173.720429989468,"gfdl","historic","precipitation"
"MOZ",1980,167.434184679923,"gfdl","historic","precipitation"
"NIC",1971,102.74081312947,"gfdl","historic","precipitation"
"NIC",1972,245.733146121896,"gfdl","historic","precipitation"
"NIC",1973,182.131453083586,"gfdl","historic","precipitation"
"NIC",1974,261.2795462057,"gfdl","historic","precipitation"
"NIC",1975,103.668821256978,"gfdl","historic","precipitation"
"NIC",1976,11.8060110389323,"gfdl","historic","precipitation"
"NIC",1977,40.2475447645928,"gfdl","historic","precipitation"
"NIC",1978,112.890330336899,"gfdl","historic","precipitation"
"NIC",1979,329.962170600654,"gfdl","historic","precipitation"
"NIC",1980,71.7446339719143,"gfdl","historic","precipitation"
"PAN",1971,258.415718489233,"gfdl","historic","precipitation"
"PAN",1972,242.614247036582,"gfdl","historic","precipitation"
"PAN",1973,251.848919626745,"gfdl","historic","precipitation"
"PAN",1974,348.005712949567,"gfdl","historic","precipitation"
"PAN",1975,302.712349857423,"gfdl","historic","precipitation"
"PAN",1976,157.308628143483,"gfdl","historic","precipitation"
"PAN",1977,222.113714400964,"gfdl","historic","precipitation"
"PAN",1978,252.735730860945,"gfdl","historic","precipitation"
"PAN",1979,240.709539251142,"gfdl","historic","precipitation"
"PAN",1980,294.698843253673,"gfdl","historic","precipitation"
"PER",1971,102.991432866215,"gfdl","historic","precipitation"
"PER",1972,99.2611254582049,"gfdl","historic","precipitation"
"PER",1973,110.787411519725,"gfdl","historic","precipitation"
"PER",1974,117.170512701185,"gfdl","historic","precipitation"
"PER",1975,114.234175009187,"gfdl","historic","precipitation"
"PER",1976,113.030890505927,"gfdl","historic","precipitation"
"PER",1977,114.598140968675,"gfdl","historic","precipitation"
"PER",1978,109.325054700353,"gfdl","historic","precipitation"
"PER",1979,124.881792297986,"gfdl","historic","precipitation"
"PER",1980,91.4318615188157,"gfdl","historic","precipitation"
"PHL",1971,242.605944914944,"gfdl","historic","precipitation"
"PHL",1972,175.897686580888,"gfdl","historic","precipitation"
"PHL",1973,182.32136022869,"gfdl","historic","precipitation"
"PHL",1974,223.657101305473,"gfdl","historic","precipitation"
"PHL",1975,221.539346548682,"gfdl","historic","precipitation"
"PHL",1976,216.681737389159,"gfdl","historic","precipitation"
"PHL",1977,209.93005776199,"gfdl","historic","precipitation"
"PHL",1978,245.491154724517,"gfdl","historic","precipitation"
"PHL",1979,274.992779088749,"gfdl","historic","precipitation"
