"V1","country","year","value","crop_model","climate_model","scenario","co2","irrigation"
19961,"BDI",2006,0.59259712887715,"lpjml","gfdl","rcp2.6","yes","no"
19962,"BDI",2007,0.587011301811907,"lpjml","gfdl","rcp2.6","yes","no"
19963,"BDI",2008,0.65271250686148,"lpjml","gfdl","rcp2.6","yes","no"
19964,"BDI",2009,0.624639691582204,"lpjml","gfdl","rcp2.6","yes","no"
19965,"BDI",2010,0.726268326999108,"lpjml","gfdl","rcp2.6","yes","no"
20011,"BOL",2006,1.45097120036836,"lpjml","gfdl","rcp2.6","yes","no"
20012,"BOL",2007,1.87401925520371,"lpjml","gfdl","rcp2.6","yes","no"
20013,"BOL",2008,2.4004460482511,"lpjml","gfdl","rcp2.6","yes","no"
20014,"BOL",2009,2.09001497825941,"lpjml","gfdl","rcp2.6","yes","no"
20015,"BOL",2010,1.83160933615658,"lpjml","gfdl","rcp2.6","yes","no"
20036,"CAF",2006,0.600161002156972,"lpjml","gfdl","rcp2.6","yes","no"
20037,"CAF",2007,0.597608230585153,"lpjml","gfdl","rcp2.6","yes","no"
20038,"CAF",2008,0.600505516203464,"lpjml","gfdl","rcp2.6","yes","no"
20039,"CAF",2009,0.622491025519705,"lpjml","gfdl","rcp2.6","yes","no"
20040,"CAF",2010,0.60714539713435,"lpjml","gfdl","rcp2.6","yes","no"
20051,"CHL",2006,0.290162610851336,"lpjml","gfdl","rcp2.6","yes","no"
20052,"CHL",2007,0.405203676915644,"lpjml","gfdl","rcp2.6","yes","no"
20053,"CHL",2008,0.256860662223383,"lpjml","gfdl","rcp2.6","yes","no"
20054,"CHL",2009,0.439703727094406,"lpjml","gfdl","rcp2.6","yes","no"
20055,"CHL",2010,0.380211890705393,"lpjml","gfdl","rcp2.6","yes","no"
20056,"CHN",2006,2.76274432399544,"lpjml","gfdl","rcp2.6","yes","no"
20057,"CHN",2007,2.73912160221587,"lpjml","gfdl","rcp2.6","yes","no"
20058,"CHN",2008,2.76091039761164,"lpjml","gfdl","rcp2.6","yes","no"
20059,"CHN",2009,2.99115444715415,"lpjml","gfdl","rcp2.6","yes","no"
20060,"CHN",2010,2.56497215454272,"lpjml","gfdl","rcp2.6","yes","no"
20066,"CMR",2006,1.62548024175163,"lpjml","gfdl","rcp2.6","yes","no"
20067,"CMR",2007,1.38990719081458,"lpjml","gfdl","rcp2.6","yes","no"
20068,"CMR",2008,1.48390740347957,"lpjml","gfdl","rcp2.6","yes","no"
20069,"CMR",2009,1.49247819017844,"lpjml","gfdl","rcp2.6","yes","no"
20070,"CMR",2010,1.47018293770158,"lpjml","gfdl","rcp2.6","yes","no"
20086,"COL",2006,1.48242006504244,"lpjml","gfdl","rcp2.6","yes","no"
20087,"COL",2007,1.45403416478758,"lpjml","gfdl","rcp2.6","yes","no"
20088,"COL",2008,1.30602618511069,"lpjml","gfdl","rcp2.6","yes","no"
20089,"COL",2009,1.29280377180159,"lpjml","gfdl","rcp2.6","yes","no"
20090,"COL",2010,1.57896807794758,"lpjml","gfdl","rcp2.6","yes","no"
20096,"CRI",2006,1.55384129461046,"lpjml","gfdl","rcp2.6","yes","no"
20097,"CRI",2007,1.42190549925137,"lpjml","gfdl","rcp2.6","yes","no"
20098,"CRI",2008,1.35324486950275,"lpjml","gfdl","rcp2.6","yes","no"
20099,"CRI",2009,1.37850642386046,"lpjml","gfdl","rcp2.6","yes","no"
20100,"CRI",2010,1.60879959495555,"lpjml","gfdl","rcp2.6","yes","no"
20131,"DOM",2006,0.718819608631373,"lpjml","gfdl","rcp2.6","yes","no"
20132,"DOM",2007,0.717029128332614,"lpjml","gfdl","rcp2.6","yes","no"
20133,"DOM",2008,0.704326389796294,"lpjml","gfdl","rcp2.6","yes","no"
20134,"DOM",2009,0.726526897079942,"lpjml","gfdl","rcp2.6","yes","no"
20135,"DOM",2010,0.756041072214289,"lpjml","gfdl","rcp2.6","yes","no"
20146,"EGY",2006,0.0847548578900481,"lpjml","gfdl","rcp2.6","yes","no"
20147,"EGY",2007,0.0964497069530269,"lpjml","gfdl","rcp2.6","yes","no"
20148,"EGY",2008,0.0995156218791087,"lpjml","gfdl","rcp2.6","yes","no"
20149,"EGY",2009,0.0692519612231814,"lpjml","gfdl","rcp2.6","yes","no"
20150,"EGY",2010,0.087039377404304,"lpjml","gfdl","rcp2.6","yes","no"
20211,"GHA",2006,1.14734606701241,"lpjml","gfdl","rcp2.6","yes","no"
20212,"GHA",2007,1.01696683436046,"lpjml","gfdl","rcp2.6","yes","no"
20213,"GHA",2008,1.26047179290197,"lpjml","gfdl","rcp2.6","yes","no"
20214,"GHA",2009,1.19206473021301,"lpjml","gfdl","rcp2.6","yes","no"
20215,"GHA",2010,1.12286158943862,"lpjml","gfdl","rcp2.6","yes","no"
20251,"GTM",2006,1.75170172884739,"lpjml","gfdl","rcp2.6","yes","no"
20252,"GTM",2007,1.58758224795526,"lpjml","gfdl","rcp2.6","yes","no"
20253,"GTM",2008,1.15823679848392,"lpjml","gfdl","rcp2.6","yes","no"
20254,"GTM",2009,1.20664456463395,"lpjml","gfdl","rcp2.6","yes","no"
20255,"GTM",2010,1.31768179652624,"lpjml","gfdl","rcp2.6","yes","no"
20346,"KEN",2006,0.797454014907267,"lpjml","gfdl","rcp2.6","yes","no"
20347,"KEN",2007,1.25447014289734,"lpjml","gfdl","rcp2.6","yes","no"
20348,"KEN",2008,1.32264594645717,"lpjml","gfdl","rcp2.6","yes","no"
20349,"KEN",2009,1.23543812704244,"lpjml","gfdl","rcp2.6","yes","no"
20350,"KEN",2010,1.04448954173198,"lpjml","gfdl","rcp2.6","yes","no"
20416,"MAR",2006,0.0282859864123034,"lpjml","gfdl","rcp2.6","yes","no"
20417,"MAR",2007,0.0417226686951134,"lpjml","gfdl","rcp2.6","yes","no"
20418,"MAR",2008,0.0387589080062907,"lpjml","gfdl","rcp2.6","yes","no"
20419,"MAR",2009,0.036968090721378,"lpjml","gfdl","rcp2.6","yes","no"
20420,"MAR",2010,0.0281238187237322,"lpjml","gfdl","rcp2.6","yes","no"
20431,"MEX",2006,2.5174897685296,"lpjml","gfdl","rcp2.6","yes","no"
20432,"MEX",2007,2.19304053667257,"lpjml","gfdl","rcp2.6","yes","no"
20433,"MEX",2008,2.05167229154158,"lpjml","gfdl","rcp2.6","yes","no"
20434,"MEX",2009,2.39858193406592,"lpjml","gfdl","rcp2.6","yes","no"
20435,"MEX",2010,2.27018717541261,"lpjml","gfdl","rcp2.6","yes","no"
20456,"MOZ",2006,0.784226861582448,"lpjml","gfdl","rcp2.6","yes","no"
20457,"MOZ",2007,0.779907081690658,"lpjml","gfdl","rcp2.6","yes","no"
20458,"MOZ",2008,0.78224054733065,"lpjml","gfdl","rcp2.6","yes","no"
20459,"MOZ",2009,0.830856006355748,"lpjml","gfdl","rcp2.6","yes","no"
20460,"MOZ",2010,0.844433278565277,"lpjml","gfdl","rcp2.6","yes","no"
20501,"NIC",2006,0.688216506675151,"lpjml","gfdl","rcp2.6","yes","no"
20502,"NIC",2007,0.609767423358335,"lpjml","gfdl","rcp2.6","yes","no"
20503,"NIC",2008,0.496880193553669,"lpjml","gfdl","rcp2.6","yes","no"
20504,"NIC",2009,0.671059863883462,"lpjml","gfdl","rcp2.6","yes","no"
20505,"NIC",2010,0.76591296218127,"lpjml","gfdl","rcp2.6","yes","no"
20536,"PAN",2006,1.86788591150395,"lpjml","gfdl","rcp2.6","yes","no"
20537,"PAN",2007,1.57787223079502,"lpjml","gfdl","rcp2.6","yes","no"
20538,"PAN",2008,1.5149485182973,"lpjml","gfdl","rcp2.6","yes","no"
20539,"PAN",2009,1.45202055063627,"lpjml","gfdl","rcp2.6","yes","no"
20540,"PAN",2010,1.87359703783624,"lpjml","gfdl","rcp2.6","yes","no"
20541,"PER",2006,1.53264293927936,"lpjml","gfdl","rcp2.6","yes","no"
20542,"PER",2007,1.50065337952637,"lpjml","gfdl","rcp2.6","yes","no"
20543,"PER",2008,2.6479479357447,"lpjml","gfdl","rcp2.6","yes","no"
20544,"PER",2009,1.53996535729427,"lpjml","gfdl","rcp2.6","yes","no"
20545,"PER",2010,1.85199906736953,"lpjml","gfdl","rcp2.6","yes","no"
20546,"PHL",2006,1.78449143229656,"lpjml","gfdl","rcp2.6","yes","no"
20547,"PHL",2007,1.37866133180569,"lpjml","gfdl","rcp2.6","yes","no"
20548,"PHL",2008,1.20859712331993,"lpjml","gfdl","rcp2.6","yes","no"
20549,"PHL",2009,1.64091843683594,"lpjml","gfdl","rcp2.6","yes","no"
20550,"PHL",2010,1.65937544985337,"lpjml","gfdl","rcp2.6","yes","no"
20606,"RWA",2006,2.05170636127869,"lpjml","gfdl","rcp2.6","yes","no"
20607,"RWA",2007,2.02717726313323,"lpjml","gfdl","rcp2.6","yes","no"
20608,"RWA",2008,2.01118564835174,"lpjml","gfdl","rcp2.6","yes","no"
20609,"RWA",2009,2.24124127004808,"lpjml","gfdl","rcp2.6","yes","no"
20610,"RWA",2010,2.20389188110269,"lpjml","gfdl","rcp2.6","yes","no"
20651,"SLV",2006,1.84326494037049,"lpjml","gfdl","rcp2.6","yes","no"
20652,"SLV",2007,1.00779145104218,"lpjml","gfdl","rcp2.6","yes","no"
20653,"SLV",2008,1.00340039499474,"lpjml","gfdl","rcp2.6","yes","no"
20654,"SLV",2009,2.67701176320471,"lpjml","gfdl","rcp2.6","yes","no"
20655,"SLV",2010,1.94147839564411,"lpjml","gfdl","rcp2.6","yes","no"
20691,"TCD",2006,0.444792014269457,"lpjml","gfdl","rcp2.6","yes","no"
20692,"TCD",2007,0.463106212238653,"lpjml","gfdl","rcp2.6","yes","no"
20693,"TCD",2008,0.445973545417402,"lpjml","gfdl","rcp2.6","yes","no"
20694,"TCD",2009,0.475993793848226,"lpjml","gfdl","rcp2.6","yes","no"
20695,"TCD",2010,0.451072859397536,"lpjml","gfdl","rcp2.6","yes","no"
20701,"THA",2006,3.5145093839538,"lpjml","gfdl","rcp2.6","yes","no"
20702,"THA",2007,3.21811719237064,"lpjml","gfdl","rcp2.6","yes","no"
20703,"THA",2008,3.50177316038917,"lpjml","gfdl","rcp2.6","yes","no"
20704,"THA",2009,3.66239384185212,"lpjml","gfdl","rcp2.6","yes","no"
20705,"THA",2010,2.94593127477092,"lpjml","gfdl","rcp2.6","yes","no"
20916,"BDI",2011,0.711377435453343,"lpjml","gfdl","rcp2.6","yes","no"
20917,"BDI",2012,0.706296459391736,"lpjml","gfdl","rcp2.6","yes","no"
20918,"BDI",2013,0.643707808286306,"lpjml","gfdl","rcp2.6","yes","no"
20919,"BDI",2014,0.748555907430878,"lpjml","gfdl","rcp2.6","yes","no"
20920,"BDI",2015,0.716296950457296,"lpjml","gfdl","rcp2.6","yes","no"
20921,"BDI",2016,0.727110213877608,"lpjml","gfdl","rcp2.6","yes","no"
20922,"BDI",2017,0.710756814358544,"lpjml","gfdl","rcp2.6","yes","no"
20923,"BDI",2018,0.731324269110693,"lpjml","gfdl","rcp2.6","yes","no"
20924,"BDI",2019,0.533754836111504,"lpjml","gfdl","rcp2.6","yes","no"
20925,"BDI",2020,0.781042481045925,"lpjml","gfdl","rcp2.6","yes","no"
21016,"BOL",2011,1.90687956870355,"lpjml","gfdl","rcp2.6","yes","no"
21017,"BOL",2012,1.711699151286,"lpjml","gfdl","rcp2.6","yes","no"
21018,"BOL",2013,1.91610328790275,"lpjml","gfdl","rcp2.6","yes","no"
21019,"BOL",2014,1.85536971176578,"lpjml","gfdl","rcp2.6","yes","no"
21020,"BOL",2015,2.29623958798101,"lpjml","gfdl","rcp2.6","yes","no"
21021,"BOL",2016,1.71259006076856,"lpjml","gfdl","rcp2.6","yes","no"
21022,"BOL",2017,1.91334246254044,"lpjml","gfdl","rcp2.6","yes","no"
21023,"BOL",2018,1.8619458317065,"lpjml","gfdl","rcp2.6","yes","no"
21024,"BOL",2019,1.26165908138889,"lpjml","gfdl","rcp2.6","yes","no"
21025,"BOL",2020,1.56367330834085,"lpjml","gfdl","rcp2.6","yes","no"
21066,"CAF",2011,0.563590922200857,"lpjml","gfdl","rcp2.6","yes","no"
21067,"CAF",2012,0.584676923541122,"lpjml","gfdl","rcp2.6","yes","no"
21068,"CAF",2013,0.612864421104226,"lpjml","gfdl","rcp2.6","yes","no"
21069,"CAF",2014,0.598810749111716,"lpjml","gfdl","rcp2.6","yes","no"
21070,"CAF",2015,0.558901225357815,"lpjml","gfdl","rcp2.6","yes","no"
21071,"CAF",2016,0.590288022356984,"lpjml","gfdl","rcp2.6","yes","no"
21072,"CAF",2017,0.613722652595553,"lpjml","gfdl","rcp2.6","yes","no"
21073,"CAF",2018,0.569885595454553,"lpjml","gfdl","rcp2.6","yes","no"
21074,"CAF",2019,0.601270670705765,"lpjml","gfdl","rcp2.6","yes","no"
21075,"CAF",2020,0.575777618125165,"lpjml","gfdl","rcp2.6","yes","no"
21096,"CHL",2011,0.311646711485371,"lpjml","gfdl","rcp2.6","yes","no"
21097,"CHL",2012,0.431246481793786,"lpjml","gfdl","rcp2.6","yes","no"
21098,"CHL",2013,0.306769876877122,"lpjml","gfdl","rcp2.6","yes","no"
21099,"CHL",2014,0.372917702461072,"lpjml","gfdl","rcp2.6","yes","no"
21100,"CHL",2015,0.212220234985046,"lpjml","gfdl","rcp2.6","yes","no"
21101,"CHL",2016,0.397831853800797,"lpjml","gfdl","rcp2.6","yes","no"
21102,"CHL",2017,0.333194737511194,"lpjml","gfdl","rcp2.6","yes","no"
21103,"CHL",2018,0.325335617428,"lpjml","gfdl","rcp2.6","yes","no"
21104,"CHL",2019,0.378514143879754,"lpjml","gfdl","rcp2.6","yes","no"
21105,"CHL",2020,0.346491997605245,"lpjml","gfdl","rcp2.6","yes","no"
21106,"CHN",2011,2.94375886508772,"lpjml","gfdl","rcp2.6","yes","no"
21107,"CHN",2012,2.97836327987849,"lpjml","gfdl","rcp2.6","yes","no"
21108,"CHN",2013,3.0699349084568,"lpjml","gfdl","rcp2.6","yes","no"
21109,"CHN",2014,2.97436971114703,"lpjml","gfdl","rcp2.6","yes","no"
21110,"CHN",2015,2.41618527072391,"lpjml","gfdl","rcp2.6","yes","no"
21111,"CHN",2016,2.46997049119892,"lpjml","gfdl","rcp2.6","yes","no"
21112,"CHN",2017,3.02863467464702,"lpjml","gfdl","rcp2.6","yes","no"
21113,"CHN",2018,3.26002826808213,"lpjml","gfdl","rcp2.6","yes","no"
21114,"CHN",2019,3.38409175593127,"lpjml","gfdl","rcp2.6","yes","no"
21115,"CHN",2020,2.93099044701833,"lpjml","gfdl","rcp2.6","yes","no"
21126,"CMR",2011,1.37557254125042,"lpjml","gfdl","rcp2.6","yes","no"
21127,"CMR",2012,1.47036137182163,"lpjml","gfdl","rcp2.6","yes","no"
21128,"CMR",2013,1.49060770279309,"lpjml","gfdl","rcp2.6","yes","no"
21129,"CMR",2014,1.44843699917167,"lpjml","gfdl","rcp2.6","yes","no"
21130,"CMR",2015,1.37386773715802,"lpjml","gfdl","rcp2.6","yes","no"
21131,"CMR",2016,1.35788312305474,"lpjml","gfdl","rcp2.6","yes","no"
21132,"CMR",2017,1.44971871592476,"lpjml","gfdl","rcp2.6","yes","no"
21133,"CMR",2018,1.44257426615691,"lpjml","gfdl","rcp2.6","yes","no"
21134,"CMR",2019,1.49508633436624,"lpjml","gfdl","rcp2.6","yes","no"
21135,"CMR",2020,1.38286391309315,"lpjml","gfdl","rcp2.6","yes","no"
21166,"COL",2011,1.45845581043202,"lpjml","gfdl","rcp2.6","yes","no"
21167,"COL",2012,1.29329920640706,"lpjml","gfdl","rcp2.6","yes","no"
21168,"COL",2013,1.42463679759506,"lpjml","gfdl","rcp2.6","yes","no"
21169,"COL",2014,1.53880312924053,"lpjml","gfdl","rcp2.6","yes","no"
21170,"COL",2015,1.45178170639348,"lpjml","gfdl","rcp2.6","yes","no"
21171,"COL",2016,1.44870457061092,"lpjml","gfdl","rcp2.6","yes","no"
21172,"COL",2017,1.476340359821,"lpjml","gfdl","rcp2.6","yes","no"
21173,"COL",2018,1.50546731144067,"lpjml","gfdl","rcp2.6","yes","no"
21174,"COL",2019,1.40773694990197,"lpjml","gfdl","rcp2.6","yes","no"
21175,"COL",2020,1.48405746460301,"lpjml","gfdl","rcp2.6","yes","no"
21186,"CRI",2011,1.40830004464284,"lpjml","gfdl","rcp2.6","yes","no"
21187,"CRI",2012,1.26146574597202,"lpjml","gfdl","rcp2.6","yes","no"
21188,"CRI",2013,1.4846145879669,"lpjml","gfdl","rcp2.6","yes","no"
21189,"CRI",2014,1.47120461015249,"lpjml","gfdl","rcp2.6","yes","no"
21190,"CRI",2015,1.58809282481244,"lpjml","gfdl","rcp2.6","yes","no"
21191,"CRI",2016,1.29789570065579,"lpjml","gfdl","rcp2.6","yes","no"
21192,"CRI",2017,1.5302072338463,"lpjml","gfdl","rcp2.6","yes","no"
21193,"CRI",2018,1.37760761318186,"lpjml","gfdl","rcp2.6","yes","no"
21194,"CRI",2019,1.4311203838409,"lpjml","gfdl","rcp2.6","yes","no"
21195,"CRI",2020,1.37833291797808,"lpjml","gfdl","rcp2.6","yes","no"
21256,"DOM",2011,0.727341604067747,"lpjml","gfdl","rcp2.6","yes","no"
21257,"DOM",2012,0.67533343878933,"lpjml","gfdl","rcp2.6","yes","no"
21258,"DOM",2013,0.760051453540121,"lpjml","gfdl","rcp2.6","yes","no"
21259,"DOM",2014,0.749267426688639,"lpjml","gfdl","rcp2.6","yes","no"
21260,"DOM",2015,0.700715956053488,"lpjml","gfdl","rcp2.6","yes","no"
21261,"DOM",2016,0.696336322097115,"lpjml","gfdl","rcp2.6","yes","no"
21262,"DOM",2017,0.720830527845218,"lpjml","gfdl","rcp2.6","yes","no"
21263,"DOM",2018,0.691857957351831,"lpjml","gfdl","rcp2.6","yes","no"
21264,"DOM",2019,0.720708634166354,"lpjml","gfdl","rcp2.6","yes","no"
21265,"DOM",2020,0.71792120053446,"lpjml","gfdl","rcp2.6","yes","no"
21286,"EGY",2011,0.0622408852169334,"lpjml","gfdl","rcp2.6","yes","no"
21287,"EGY",2012,0.0836687332802169,"lpjml","gfdl","rcp2.6","yes","no"
21288,"EGY",2013,0.0791623490698905,"lpjml","gfdl","rcp2.6","yes","no"
21289,"EGY",2014,0.0982872763765392,"lpjml","gfdl","rcp2.6","yes","no"
21290,"EGY",2015,0.0868969694948831,"lpjml","gfdl","rcp2.6","yes","no"
21291,"EGY",2016,0.0866378701820414,"lpjml","gfdl","rcp2.6","yes","no"
21292,"EGY",2017,0.0717477606193872,"lpjml","gfdl","rcp2.6","yes","no"
21293,"EGY",2018,0.0976848148644416,"lpjml","gfdl","rcp2.6","yes","no"
21294,"EGY",2019,0.0612195375711523,"lpjml","gfdl","rcp2.6","yes","no"
21295,"EGY",2020,0.0721540525117564,"lpjml","gfdl","rcp2.6","yes","no"
21416,"GHA",2011,1.00188459229724,"lpjml","gfdl","rcp2.6","yes","no"
21417,"GHA",2012,1.16649524137887,"lpjml","gfdl","rcp2.6","yes","no"
21418,"GHA",2013,1.19044199307269,"lpjml","gfdl","rcp2.6","yes","no"
21419,"GHA",2014,1.24055801114489,"lpjml","gfdl","rcp2.6","yes","no"
21420,"GHA",2015,1.06145899050515,"lpjml","gfdl","rcp2.6","yes","no"
21421,"GHA",2016,0.994120681763481,"lpjml","gfdl","rcp2.6","yes","no"
21422,"GHA",2017,1.0715098111011,"lpjml","gfdl","rcp2.6","yes","no"
21423,"GHA",2018,1.1308922886682,"lpjml","gfdl","rcp2.6","yes","no"
21424,"GHA",2019,1.14917428306928,"lpjml","gfdl","rcp2.6","yes","no"
21425,"GHA",2020,1.1721083555722,"lpjml","gfdl","rcp2.6","yes","no"
21496,"GTM",2011,1.96015448146844,"lpjml","gfdl","rcp2.6","yes","no"
21497,"GTM",2012,1.0536100200522,"lpjml","gfdl","rcp2.6","yes","no"
21498,"GTM",2013,1.53588469534754,"lpjml","gfdl","rcp2.6","yes","no"
21499,"GTM",2014,1.65785443190387,"lpjml","gfdl","rcp2.6","yes","no"
21500,"GTM",2015,1.77750207466517,"lpjml","gfdl","rcp2.6","yes","no"
21501,"GTM",2016,1.0036349870861,"lpjml","gfdl","rcp2.6","yes","no"
21502,"GTM",2017,1.28759422004279,"lpjml","gfdl","rcp2.6","yes","no"
21503,"GTM",2018,1.54474576273613,"lpjml","gfdl","rcp2.6","yes","no"
21504,"GTM",2019,1.22997511553391,"lpjml","gfdl","rcp2.6","yes","no"
21505,"GTM",2020,1.39269895190853,"lpjml","gfdl","rcp2.6","yes","no"
21686,"KEN",2011,1.21185986214246,"lpjml","gfdl","rcp2.6","yes","no"
21687,"KEN",2012,1.46298576834898,"lpjml","gfdl","rcp2.6","yes","no"
21688,"KEN",2013,1.07000403086821,"lpjml","gfdl","rcp2.6","yes","no"
21689,"KEN",2014,1.52379195277577,"lpjml","gfdl","rcp2.6","yes","no"
21690,"KEN",2015,1.3962601116231,"lpjml","gfdl","rcp2.6","yes","no"
21691,"KEN",2016,1.25401907843339,"lpjml","gfdl","rcp2.6","yes","no"
21692,"KEN",2017,1.24088237671929,"lpjml","gfdl","rcp2.6","yes","no"
21693,"KEN",2018,1.21052318004073,"lpjml","gfdl","rcp2.6","yes","no"
21694,"KEN",2019,1.35205335939824,"lpjml","gfdl","rcp2.6","yes","no"
21695,"KEN",2020,1.31177051178543,"lpjml","gfdl","rcp2.6","yes","no"
21826,"MAR",2011,0.0368800416308833,"lpjml","gfdl","rcp2.6","yes","no"
21827,"MAR",2012,0.0458641182841857,"lpjml","gfdl","rcp2.6","yes","no"
21828,"MAR",2013,0.0378891757019022,"lpjml","gfdl","rcp2.6","yes","no"
21829,"MAR",2014,0.0395631147524703,"lpjml","gfdl","rcp2.6","yes","no"
21830,"MAR",2015,0.0749223583840315,"lpjml","gfdl","rcp2.6","yes","no"
21831,"MAR",2016,0.0280969685769269,"lpjml","gfdl","rcp2.6","yes","no"
21832,"MAR",2017,0.0311463810020847,"lpjml","gfdl","rcp2.6","yes","no"
21833,"MAR",2018,0.0338634806741052,"lpjml","gfdl","rcp2.6","yes","no"
21834,"MAR",2019,0.0520962793085754,"lpjml","gfdl","rcp2.6","yes","no"
21835,"MAR",2020,0.0330214359792176,"lpjml","gfdl","rcp2.6","yes","no"
21856,"MEX",2011,2.35972714926869,"lpjml","gfdl","rcp2.6","yes","no"
21857,"MEX",2012,2.42673740157073,"lpjml","gfdl","rcp2.6","yes","no"
21858,"MEX",2013,2.52353650508656,"lpjml","gfdl","rcp2.6","yes","no"
21859,"MEX",2014,2.97784307200067,"lpjml","gfdl","rcp2.6","yes","no"
21860,"MEX",2015,2.3068705574767,"lpjml","gfdl","rcp2.6","yes","no"
21861,"MEX",2016,2.24217275200166,"lpjml","gfdl","rcp2.6","yes","no"
21862,"MEX",2017,2.30600400564486,"lpjml","gfdl","rcp2.6","yes","no"
21863,"MEX",2018,2.26710483524496,"lpjml","gfdl","rcp2.6","yes","no"
21864,"MEX",2019,2.40717719182174,"lpjml","gfdl","rcp2.6","yes","no"
21865,"MEX",2020,2.46763691937169,"lpjml","gfdl","rcp2.6","yes","no"
21906,"MOZ",2011,0.774955696290682,"lpjml","gfdl","rcp2.6","yes","no"
21907,"MOZ",2012,0.819662472123182,"lpjml","gfdl","rcp2.6","yes","no"
21908,"MOZ",2013,0.743679204230933,"lpjml","gfdl","rcp2.6","yes","no"
21909,"MOZ",2014,0.74497957540507,"lpjml","gfdl","rcp2.6","yes","no"
21910,"MOZ",2015,0.819263109124392,"lpjml","gfdl","rcp2.6","yes","no"
21911,"MOZ",2016,0.784852473511341,"lpjml","gfdl","rcp2.6","yes","no"
21912,"MOZ",2017,0.727380138753754,"lpjml","gfdl","rcp2.6","yes","no"
21913,"MOZ",2018,0.841322750713285,"lpjml","gfdl","rcp2.6","yes","no"
21914,"MOZ",2019,0.82272745328059,"lpjml","gfdl","rcp2.6","yes","no"
21915,"MOZ",2020,0.817461561381414,"lpjml","gfdl","rcp2.6","yes","no"
21996,"NIC",2011,0.789445030684374,"lpjml","gfdl","rcp2.6","yes","no"
21997,"NIC",2012,0.54510318159135,"lpjml","gfdl","rcp2.6","yes","no"
21998,"NIC",2013,0.76542047309811,"lpjml","gfdl","rcp2.6","yes","no"
21999,"NIC",2014,0.782241790333227,"lpjml","gfdl","rcp2.6","yes","no"
22000,"NIC",2015,0.684876449021267,"lpjml","gfdl","rcp2.6","yes","no"
22001,"NIC",2016,0.595448251104623,"lpjml","gfdl","rcp2.6","yes","no"
22002,"NIC",2017,0.759630312149105,"lpjml","gfdl","rcp2.6","yes","no"
22003,"NIC",2018,0.647831603254565,"lpjml","gfdl","rcp2.6","yes","no"
22004,"NIC",2019,0.611827414839059,"lpjml","gfdl","rcp2.6","yes","no"
22005,"NIC",2020,0.641869339445783,"lpjml","gfdl","rcp2.6","yes","no"
22066,"PAN",2011,1.61443629041364,"lpjml","gfdl","rcp2.6","yes","no"
22067,"PAN",2012,1.2062892518121,"lpjml","gfdl","rcp2.6","yes","no"
22068,"PAN",2013,2.00512286959559,"lpjml","gfdl","rcp2.6","yes","no"
22069,"PAN",2014,1.67352562637874,"lpjml","gfdl","rcp2.6","yes","no"
22070,"PAN",2015,1.64749420101824,"lpjml","gfdl","rcp2.6","yes","no"
22071,"PAN",2016,1.53198008813172,"lpjml","gfdl","rcp2.6","yes","no"
22072,"PAN",2017,1.62002542162484,"lpjml","gfdl","rcp2.6","yes","no"
22073,"PAN",2018,1.60698326633638,"lpjml","gfdl","rcp2.6","yes","no"
22074,"PAN",2019,1.69777925737325,"lpjml","gfdl","rcp2.6","yes","no"
22075,"PAN",2020,1.6267990485887,"lpjml","gfdl","rcp2.6","yes","no"
22076,"PER",2011,1.80392453084015,"lpjml","gfdl","rcp2.6","yes","no"
22077,"PER",2012,1.66676058345489,"lpjml","gfdl","rcp2.6","yes","no"
22078,"PER",2013,1.5170929004717,"lpjml","gfdl","rcp2.6","yes","no"
22079,"PER",2014,1.52047487682869,"lpjml","gfdl","rcp2.6","yes","no"
22080,"PER",2015,1.68357782444356,"lpjml","gfdl","rcp2.6","yes","no"
22081,"PER",2016,1.48358622389888,"lpjml","gfdl","rcp2.6","yes","no"
22082,"PER",2017,1.58061982554375,"lpjml","gfdl","rcp2.6","yes","no"
22083,"PER",2018,1.56250991221596,"lpjml","gfdl","rcp2.6","yes","no"
22084,"PER",2019,1.6050590923399,"lpjml","gfdl","rcp2.6","yes","no"
22085,"PER",2020,1.76208018916226,"lpjml","gfdl","rcp2.6","yes","no"
22086,"PHL",2011,1.38633282852569,"lpjml","gfdl","rcp2.6","yes","no"
22087,"PHL",2012,1.68733621548035,"lpjml","gfdl","rcp2.6","yes","no"
22088,"PHL",2013,1.65426090926536,"lpjml","gfdl","rcp2.6","yes","no"
22089,"PHL",2014,1.61390402404877,"lpjml","gfdl","rcp2.6","yes","no"
22090,"PHL",2015,1.27048591062514,"lpjml","gfdl","rcp2.6","yes","no"
22091,"PHL",2016,1.58913347220416,"lpjml","gfdl","rcp2.6","yes","no"
22092,"PHL",2017,1.51211392331163,"lpjml","gfdl","rcp2.6","yes","no"
22093,"PHL",2018,1.67473529245015,"lpjml","gfdl","rcp2.6","yes","no"
22094,"PHL",2019,1.51282149603867,"lpjml","gfdl","rcp2.6","yes","no"
22095,"PHL",2020,1.67144850433807,"lpjml","gfdl","rcp2.6","yes","no"
22206,"RWA",2011,2.35076721403379,"lpjml","gfdl","rcp2.6","yes","no"
22207,"RWA",2012,2.05389816183035,"lpjml","gfdl","rcp2.6","yes","no"
22208,"RWA",2013,2.05830913193193,"lpjml","gfdl","rcp2.6","yes","no"
22209,"RWA",2014,2.46842722597871,"lpjml","gfdl","rcp2.6","yes","no"
