"V1","country","year","value","crop_model","climate_model","scenario","co2","irrigation"
508059,"RWA",2010,2.25054745335091,"pdssat","gfdl","rcp8.5","no","no"
508090,"SLV",2006,0.584214539668511,"pdssat","gfdl","rcp8.5","no","no"
508091,"SLV",2007,4.51541038944086,"pdssat","gfdl","rcp8.5","no","no"
508092,"SLV",2008,0.233495917039153,"pdssat","gfdl","rcp8.5","no","no"
508093,"SLV",2009,0.41875506890844,"pdssat","gfdl","rcp8.5","no","no"
508094,"SLV",2010,3.96022172984787,"pdssat","gfdl","rcp8.5","no","no"
508130,"TCD",2006,1.47072159892197,"pdssat","gfdl","rcp8.5","no","no"
508131,"TCD",2007,1.54289458873479,"pdssat","gfdl","rcp8.5","no","no"
508132,"TCD",2008,1.31528740081193,"pdssat","gfdl","rcp8.5","no","no"
508133,"TCD",2009,1.55273180428416,"pdssat","gfdl","rcp8.5","no","no"
508134,"TCD",2010,1.53814634139361,"pdssat","gfdl","rcp8.5","no","no"
508140,"THA",2006,1.50244016489053,"pdssat","gfdl","rcp8.5","no","no"
508141,"THA",2007,1.12494263737272,"pdssat","gfdl","rcp8.5","no","no"
508142,"THA",2008,0.87151128828444,"pdssat","gfdl","rcp8.5","no","no"
508143,"THA",2009,1.39574593124579,"pdssat","gfdl","rcp8.5","no","no"
508144,"THA",2010,1.05630071099669,"pdssat","gfdl","rcp8.5","no","no"
508345,"BDI",2011,2.80505804409364,"pdssat","gfdl","rcp8.5","no","no"
508346,"BDI",2012,3.3733318356084,"pdssat","gfdl","rcp8.5","no","no"
508347,"BDI",2013,3.98575095540692,"pdssat","gfdl","rcp8.5","no","no"
508348,"BDI",2014,3.73510850230929,"pdssat","gfdl","rcp8.5","no","no"
508349,"BDI",2015,3.24645039949206,"pdssat","gfdl","rcp8.5","no","no"
508350,"BDI",2016,3.27127384997824,"pdssat","gfdl","rcp8.5","no","no"
508351,"BDI",2017,1.13665334303065,"pdssat","gfdl","rcp8.5","no","no"
508352,"BDI",2018,3.51215164238973,"pdssat","gfdl","rcp8.5","no","no"
508353,"BDI",2019,2.18489235698942,"pdssat","gfdl","rcp8.5","no","no"
508354,"BDI",2020,3.09582994632108,"pdssat","gfdl","rcp8.5","no","no"
508445,"BOL",2011,3.53750356129406,"pdssat","gfdl","rcp8.5","no","no"
508446,"BOL",2012,3.01853320875087,"pdssat","gfdl","rcp8.5","no","no"
508447,"BOL",2013,2.3665182153554,"pdssat","gfdl","rcp8.5","no","no"
508448,"BOL",2014,1.78510699843459,"pdssat","gfdl","rcp8.5","no","no"
508449,"BOL",2015,3.84756530780747,"pdssat","gfdl","rcp8.5","no","no"
508450,"BOL",2016,1.6856823366049,"pdssat","gfdl","rcp8.5","no","no"
508451,"BOL",2017,1.73235345858683,"pdssat","gfdl","rcp8.5","no","no"
508452,"BOL",2018,3.17285227358352,"pdssat","gfdl","rcp8.5","no","no"
508453,"BOL",2019,3.12378481769697,"pdssat","gfdl","rcp8.5","no","no"
508454,"BOL",2020,2.62605917346843,"pdssat","gfdl","rcp8.5","no","no"
508495,"CAF",2011,2.29283293172933,"pdssat","gfdl","rcp8.5","no","no"
508496,"CAF",2012,2.65266316213957,"pdssat","gfdl","rcp8.5","no","no"
508497,"CAF",2013,2.45855873576147,"pdssat","gfdl","rcp8.5","no","no"
508498,"CAF",2014,2.3597268499474,"pdssat","gfdl","rcp8.5","no","no"
508499,"CAF",2015,2.22752509518758,"pdssat","gfdl","rcp8.5","no","no"
508500,"CAF",2016,2.18666960960019,"pdssat","gfdl","rcp8.5","no","no"
508501,"CAF",2017,2.3875282858912,"pdssat","gfdl","rcp8.5","no","no"
508502,"CAF",2018,2.14985555326994,"pdssat","gfdl","rcp8.5","no","no"
508503,"CAF",2019,2.46513761606462,"pdssat","gfdl","rcp8.5","no","no"
508504,"CAF",2020,2.34246170194761,"pdssat","gfdl","rcp8.5","no","no"
508525,"CHL",2011,1.55515083718826,"pdssat","gfdl","rcp8.5","no","no"
508526,"CHL",2012,1.90802590532398,"pdssat","gfdl","rcp8.5","no","no"
508527,"CHL",2013,1.74273444150568,"pdssat","gfdl","rcp8.5","no","no"
508528,"CHL",2014,1.88138541389123,"pdssat","gfdl","rcp8.5","no","no"
508529,"CHL",2015,1.63243941876266,"pdssat","gfdl","rcp8.5","no","no"
508530,"CHL",2016,1.65154919875536,"pdssat","gfdl","rcp8.5","no","no"
508531,"CHL",2017,0.749054901982342,"pdssat","gfdl","rcp8.5","no","no"
508532,"CHL",2018,1.162870626456,"pdssat","gfdl","rcp8.5","no","no"
508533,"CHL",2019,1.59977944511029,"pdssat","gfdl","rcp8.5","no","no"
508534,"CHL",2020,1.85740433917666,"pdssat","gfdl","rcp8.5","no","no"
508535,"CHN",2011,4.61228091969554,"pdssat","gfdl","rcp8.5","no","no"
508536,"CHN",2012,3.84259682497933,"pdssat","gfdl","rcp8.5","no","no"
508537,"CHN",2013,3.56235305338074,"pdssat","gfdl","rcp8.5","no","no"
508538,"CHN",2014,4.78757822332043,"pdssat","gfdl","rcp8.5","no","no"
508539,"CHN",2015,3.93686423289779,"pdssat","gfdl","rcp8.5","no","no"
508540,"CHN",2016,4.42924448815829,"pdssat","gfdl","rcp8.5","no","no"
508541,"CHN",2017,4.80749655135952,"pdssat","gfdl","rcp8.5","no","no"
508542,"CHN",2018,4.34929531244048,"pdssat","gfdl","rcp8.5","no","no"
508543,"CHN",2019,2.90674496360992,"pdssat","gfdl","rcp8.5","no","no"
508544,"CHN",2020,3.57479365487762,"pdssat","gfdl","rcp8.5","no","no"
508555,"CMR",2011,2.14932236049723,"pdssat","gfdl","rcp8.5","no","no"
508556,"CMR",2012,2.18069162698294,"pdssat","gfdl","rcp8.5","no","no"
508557,"CMR",2013,2.02140576845714,"pdssat","gfdl","rcp8.5","no","no"
508558,"CMR",2014,1.95929639449604,"pdssat","gfdl","rcp8.5","no","no"
508559,"CMR",2015,1.97929771583506,"pdssat","gfdl","rcp8.5","no","no"
508560,"CMR",2016,2.03293268509658,"pdssat","gfdl","rcp8.5","no","no"
508561,"CMR",2017,1.97284466731698,"pdssat","gfdl","rcp8.5","no","no"
508562,"CMR",2018,1.90754174730209,"pdssat","gfdl","rcp8.5","no","no"
508563,"CMR",2019,2.10154407158491,"pdssat","gfdl","rcp8.5","no","no"
508564,"CMR",2020,2.23617340099135,"pdssat","gfdl","rcp8.5","no","no"
508585,"COL",2011,3.84389152251526,"pdssat","gfdl","rcp8.5","no","no"
508586,"COL",2012,2.87168169582473,"pdssat","gfdl","rcp8.5","no","no"
508587,"COL",2013,2.98694509885627,"pdssat","gfdl","rcp8.5","no","no"
508588,"COL",2014,3.92343973758855,"pdssat","gfdl","rcp8.5","no","no"
508589,"COL",2015,4.69792181010085,"pdssat","gfdl","rcp8.5","no","no"
508590,"COL",2016,3.79939441157455,"pdssat","gfdl","rcp8.5","no","no"
508591,"COL",2017,4.83902622810253,"pdssat","gfdl","rcp8.5","no","no"
508592,"COL",2018,2.56784245531085,"pdssat","gfdl","rcp8.5","no","no"
508593,"COL",2019,3.30858786036947,"pdssat","gfdl","rcp8.5","no","no"
508594,"COL",2020,4.20348904551249,"pdssat","gfdl","rcp8.5","no","no"
508605,"CRI",2011,3.49488373718972,"pdssat","gfdl","rcp8.5","no","no"
508606,"CRI",2012,5.96680058688666,"pdssat","gfdl","rcp8.5","no","no"
508607,"CRI",2013,0.637991665146926,"pdssat","gfdl","rcp8.5","no","no"
508608,"CRI",2014,2.25022912601364,"pdssat","gfdl","rcp8.5","no","no"
508609,"CRI",2015,2.3600267841163,"pdssat","gfdl","rcp8.5","no","no"
508610,"CRI",2016,2.27175526046661,"pdssat","gfdl","rcp8.5","no","no"
508611,"CRI",2017,5.11008823316608,"pdssat","gfdl","rcp8.5","no","no"
508612,"CRI",2018,4.77233420510108,"pdssat","gfdl","rcp8.5","no","no"
508613,"CRI",2019,5.20601839300616,"pdssat","gfdl","rcp8.5","no","no"
508614,"CRI",2020,2.12167284783613,"pdssat","gfdl","rcp8.5","no","no"
508675,"DOM",2011,6.06825481753565,"pdssat","gfdl","rcp8.5","no","no"
508676,"DOM",2012,6.32656799352282,"pdssat","gfdl","rcp8.5","no","no"
508677,"DOM",2013,4.13204460825178,"pdssat","gfdl","rcp8.5","no","no"
508678,"DOM",2014,6.55033828477292,"pdssat","gfdl","rcp8.5","no","no"
508679,"DOM",2015,5.96552322453615,"pdssat","gfdl","rcp8.5","no","no"
508680,"DOM",2016,4.20699843427677,"pdssat","gfdl","rcp8.5","no","no"
508681,"DOM",2017,4.05796683971187,"pdssat","gfdl","rcp8.5","no","no"
508682,"DOM",2018,1.51601854971938,"pdssat","gfdl","rcp8.5","no","no"
508683,"DOM",2019,5.43377251401614,"pdssat","gfdl","rcp8.5","no","no"
508684,"DOM",2020,4.44656417456724,"pdssat","gfdl","rcp8.5","no","no"
508705,"EGY",2011,0.103314922439846,"pdssat","gfdl","rcp8.5","no","no"
508706,"EGY",2012,0.105259216216905,"pdssat","gfdl","rcp8.5","no","no"
508707,"EGY",2013,0.0373491850849924,"pdssat","gfdl","rcp8.5","no","no"
508708,"EGY",2014,0.141079240574774,"pdssat","gfdl","rcp8.5","no","no"
508709,"EGY",2015,0.119461668917584,"pdssat","gfdl","rcp8.5","no","no"
508710,"EGY",2016,0.0542190073258329,"pdssat","gfdl","rcp8.5","no","no"
508711,"EGY",2017,0.0810762967151704,"pdssat","gfdl","rcp8.5","no","no"
508712,"EGY",2018,0.0567697814878934,"pdssat","gfdl","rcp8.5","no","no"
508713,"EGY",2019,0.0352231527439886,"pdssat","gfdl","rcp8.5","no","no"
508714,"EGY",2020,0.0604541593550613,"pdssat","gfdl","rcp8.5","no","no"
508835,"GHA",2011,2.44330431324523,"pdssat","gfdl","rcp8.5","no","no"
508836,"GHA",2012,2.34203355167815,"pdssat","gfdl","rcp8.5","no","no"
508837,"GHA",2013,2.06260546683965,"pdssat","gfdl","rcp8.5","no","no"
508838,"GHA",2014,2.39491361928487,"pdssat","gfdl","rcp8.5","no","no"
508839,"GHA",2015,1.48943759757932,"pdssat","gfdl","rcp8.5","no","no"
508840,"GHA",2016,2.14309010415953,"pdssat","gfdl","rcp8.5","no","no"
508841,"GHA",2017,2.48903097420077,"pdssat","gfdl","rcp8.5","no","no"
508842,"GHA",2018,2.3554164082401,"pdssat","gfdl","rcp8.5","no","no"
508843,"GHA",2019,2.29388470739238,"pdssat","gfdl","rcp8.5","no","no"
508844,"GHA",2020,2.64492892546247,"pdssat","gfdl","rcp8.5","no","no"
508915,"GTM",2011,6.04938510442821,"pdssat","gfdl","rcp8.5","no","no"
508916,"GTM",2012,3.51076881898166,"pdssat","gfdl","rcp8.5","no","no"
508917,"GTM",2013,0.817802716997144,"pdssat","gfdl","rcp8.5","no","no"
508918,"GTM",2014,5.60351528600503,"pdssat","gfdl","rcp8.5","no","no"
508919,"GTM",2015,5.66041946558987,"pdssat","gfdl","rcp8.5","no","no"
508920,"GTM",2016,6.42937423580431,"pdssat","gfdl","rcp8.5","no","no"
508921,"GTM",2017,2.06714674764061,"pdssat","gfdl","rcp8.5","no","no"
508922,"GTM",2018,0.832434009263742,"pdssat","gfdl","rcp8.5","no","no"
508923,"GTM",2019,5.29787968365312,"pdssat","gfdl","rcp8.5","no","no"
508924,"GTM",2020,3.29898018033397,"pdssat","gfdl","rcp8.5","no","no"
509105,"KEN",2011,2.66304326865624,"pdssat","gfdl","rcp8.5","no","no"
509106,"KEN",2012,2.71649706980929,"pdssat","gfdl","rcp8.5","no","no"
509107,"KEN",2013,4.20035728295717,"pdssat","gfdl","rcp8.5","no","no"
509108,"KEN",2014,2.38610740550678,"pdssat","gfdl","rcp8.5","no","no"
509109,"KEN",2015,1.23222107925669,"pdssat","gfdl","rcp8.5","no","no"
509110,"KEN",2016,2.79006249888965,"pdssat","gfdl","rcp8.5","no","no"
509111,"KEN",2017,0.92534933190491,"pdssat","gfdl","rcp8.5","no","no"
509112,"KEN",2018,3.13502311563098,"pdssat","gfdl","rcp8.5","no","no"
509113,"KEN",2019,4.13236383523185,"pdssat","gfdl","rcp8.5","no","no"
509114,"KEN",2020,2.93951707037886,"pdssat","gfdl","rcp8.5","no","no"
509245,"MAR",2011,5.09117386449019,"pdssat","gfdl","rcp8.5","no","no"
509246,"MAR",2012,1.56871440092341,"pdssat","gfdl","rcp8.5","no","no"
509247,"MAR",2013,3.33896166496019,"pdssat","gfdl","rcp8.5","no","no"
509248,"MAR",2014,3.79285609830073,"pdssat","gfdl","rcp8.5","no","no"
509249,"MAR",2015,1.83907674436644,"pdssat","gfdl","rcp8.5","no","no"
509250,"MAR",2016,4.61916790922364,"pdssat","gfdl","rcp8.5","no","no"
509251,"MAR",2017,2.732606732435,"pdssat","gfdl","rcp8.5","no","no"
509252,"MAR",2018,2.54863208770212,"pdssat","gfdl","rcp8.5","no","no"
509253,"MAR",2019,2.93083012517731,"pdssat","gfdl","rcp8.5","no","no"
509254,"MAR",2020,4.78944059971948,"pdssat","gfdl","rcp8.5","no","no"
509275,"MEX",2011,6.03058110513766,"pdssat","gfdl","rcp8.5","no","no"
509276,"MEX",2012,8.23572848487344,"pdssat","gfdl","rcp8.5","no","no"
509277,"MEX",2013,6.19498785330491,"pdssat","gfdl","rcp8.5","no","no"
509278,"MEX",2014,3.99982586302078,"pdssat","gfdl","rcp8.5","no","no"
509279,"MEX",2015,5.32916834565887,"pdssat","gfdl","rcp8.5","no","no"
509280,"MEX",2016,8.33691411585687,"pdssat","gfdl","rcp8.5","no","no"
509281,"MEX",2017,7.58146455066548,"pdssat","gfdl","rcp8.5","no","no"
509282,"MEX",2018,7.81021640088574,"pdssat","gfdl","rcp8.5","no","no"
509283,"MEX",2019,7.60184817930315,"pdssat","gfdl","rcp8.5","no","no"
509284,"MEX",2020,5.98935973144994,"pdssat","gfdl","rcp8.5","no","no"
509325,"MOZ",2011,4.63370329341254,"pdssat","gfdl","rcp8.5","no","no"
509326,"MOZ",2012,3.47347091260105,"pdssat","gfdl","rcp8.5","no","no"
509327,"MOZ",2013,3.7430184876769,"pdssat","gfdl","rcp8.5","no","no"
509328,"MOZ",2014,3.5637387462444,"pdssat","gfdl","rcp8.5","no","no"
509329,"MOZ",2015,3.83877688868946,"pdssat","gfdl","rcp8.5","no","no"
509330,"MOZ",2016,4.2789122249045,"pdssat","gfdl","rcp8.5","no","no"
509331,"MOZ",2017,3.6841279583059,"pdssat","gfdl","rcp8.5","no","no"
509332,"MOZ",2018,3.86319909474868,"pdssat","gfdl","rcp8.5","no","no"
509333,"MOZ",2019,2.87581371882328,"pdssat","gfdl","rcp8.5","no","no"
509334,"MOZ",2020,4.27063222458847,"pdssat","gfdl","rcp8.5","no","no"
509415,"NIC",2011,2.19620437568423,"pdssat","gfdl","rcp8.5","no","no"
509416,"NIC",2012,2.07773422360506,"pdssat","gfdl","rcp8.5","no","no"
509417,"NIC",2013,1.1091931121841,"pdssat","gfdl","rcp8.5","no","no"
509418,"NIC",2014,3.23141485510881,"pdssat","gfdl","rcp8.5","no","no"
509419,"NIC",2015,3.82861827166896,"pdssat","gfdl","rcp8.5","no","no"
509420,"NIC",2016,4.80100517559359,"pdssat","gfdl","rcp8.5","no","no"
509421,"NIC",2017,4.07014940951779,"pdssat","gfdl","rcp8.5","no","no"
509422,"NIC",2018,1.65243123270977,"pdssat","gfdl","rcp8.5","no","no"
509423,"NIC",2019,5.12008696794222,"pdssat","gfdl","rcp8.5","no","no"
509424,"NIC",2020,2.62359555565817,"pdssat","gfdl","rcp8.5","no","no"
509485,"PAN",2011,2.88799141382483,"pdssat","gfdl","rcp8.5","no","no"
509486,"PAN",2012,3.57434450001599,"pdssat","gfdl","rcp8.5","no","no"
509487,"PAN",2013,3.24989327649757,"pdssat","gfdl","rcp8.5","no","no"
509488,"PAN",2014,3.3712031038533,"pdssat","gfdl","rcp8.5","no","no"
509489,"PAN",2015,1.44404537867701,"pdssat","gfdl","rcp8.5","no","no"
509490,"PAN",2016,1.23367041701126,"pdssat","gfdl","rcp8.5","no","no"
509491,"PAN",2017,3.29562590601145,"pdssat","gfdl","rcp8.5","no","no"
509492,"PAN",2018,2.77610965587397,"pdssat","gfdl","rcp8.5","no","no"
509493,"PAN",2019,4.01356477757037,"pdssat","gfdl","rcp8.5","no","no"
509494,"PAN",2020,3.43537881631948,"pdssat","gfdl","rcp8.5","no","no"
509495,"PER",2011,1.65295080313375,"pdssat","gfdl","rcp8.5","no","no"
509496,"PER",2012,2.39323087845152,"pdssat","gfdl","rcp8.5","no","no"
509497,"PER",2013,3.00550133563699,"pdssat","gfdl","rcp8.5","no","no"
509498,"PER",2014,3.13432858751206,"pdssat","gfdl","rcp8.5","no","no"
509499,"PER",2015,2.78927430433301,"pdssat","gfdl","rcp8.5","no","no"
509500,"PER",2016,2.26770947577931,"pdssat","gfdl","rcp8.5","no","no"
509501,"PER",2017,2.81557907104061,"pdssat","gfdl","rcp8.5","no","no"
509502,"PER",2018,2.60883625395755,"pdssat","gfdl","rcp8.5","no","no"
509503,"PER",2019,2.63616809116367,"pdssat","gfdl","rcp8.5","no","no"
509504,"PER",2020,2.95425605347572,"pdssat","gfdl","rcp8.5","no","no"
509505,"PHL",2011,2.96840329096323,"pdssat","gfdl","rcp8.5","no","no"
509506,"PHL",2012,3.30989749294869,"pdssat","gfdl","rcp8.5","no","no"
509507,"PHL",2013,3.76570178442428,"pdssat","gfdl","rcp8.5","no","no"
509508,"PHL",2014,3.53799515468151,"pdssat","gfdl","rcp8.5","no","no"
509509,"PHL",2015,2.42832220059186,"pdssat","gfdl","rcp8.5","no","no"
509510,"PHL",2016,2.67468424966396,"pdssat","gfdl","rcp8.5","no","no"
509511,"PHL",2017,3.34103443316876,"pdssat","gfdl","rcp8.5","no","no"
509512,"PHL",2018,2.29810493553239,"pdssat","gfdl","rcp8.5","no","no"
509513,"PHL",2019,3.59859110907967,"pdssat","gfdl","rcp8.5","no","no"
509514,"PHL",2020,3.70500016823998,"pdssat","gfdl","rcp8.5","no","no"
509615,"RWA",2011,2.30358173894617,"pdssat","gfdl","rcp8.5","no","no"
509616,"RWA",2012,2.79180974445732,"pdssat","gfdl","rcp8.5","no","no"
509617,"RWA",2013,2.34817666642675,"pdssat","gfdl","rcp8.5","no","no"
509618,"RWA",2014,2.8118943378247,"pdssat","gfdl","rcp8.5","no","no"
509619,"RWA",2015,2.27771481312969,"pdssat","gfdl","rcp8.5","no","no"
509620,"RWA",2016,2.98181274838849,"pdssat","gfdl","rcp8.5","no","no"
509621,"RWA",2017,1.50440302677004,"pdssat","gfdl","rcp8.5","no","no"
509622,"RWA",2018,3.14919399292915,"pdssat","gfdl","rcp8.5","no","no"
509623,"RWA",2019,1.97900759051006,"pdssat","gfdl","rcp8.5","no","no"
509624,"RWA",2020,3.05210286289954,"pdssat","gfdl","rcp8.5","no","no"
509685,"SLV",2011,2.92734563180218,"pdssat","gfdl","rcp8.5","no","no"
509686,"SLV",2012,0.351081038456878,"pdssat","gfdl","rcp8.5","no","no"
509687,"SLV",2013,0.286682192550278,"pdssat","gfdl","rcp8.5","no","no"
509688,"SLV",2014,4.55810645800079,"pdssat","gfdl","rcp8.5","no","no"
509689,"SLV",2015,4.58154085546621,"pdssat","gfdl","rcp8.5","no","no"
509690,"SLV",2016,4.09524183122513,"pdssat","gfdl","rcp8.5","no","no"
509691,"SLV",2017,0.274455162312381,"pdssat","gfdl","rcp8.5","no","no"
509692,"SLV",2018,0.228524673987233,"pdssat","gfdl","rcp8.5","no","no"
509693,"SLV",2019,3.49367057599533,"pdssat","gfdl","rcp8.5","no","no"
509694,"SLV",2020,2.00967798197398,"pdssat","gfdl","rcp8.5","no","no"
509765,"TCD",2011,1.2819660743846,"pdssat","gfdl","rcp8.5","no","no"
509766,"TCD",2012,1.62201174345763,"pdssat","gfdl","rcp8.5","no","no"
509767,"TCD",2013,1.42405885823671,"pdssat","gfdl","rcp8.5","no","no"
509768,"TCD",2014,1.49152533421932,"pdssat","gfdl","rcp8.5","no","no"
509769,"TCD",2015,1.63584407082237,"pdssat","gfdl","rcp8.5","no","no"
509770,"TCD",2016,1.41132717299208,"pdssat","gfdl","rcp8.5","no","no"
509771,"TCD",2017,1.30068850000585,"pdssat","gfdl","rcp8.5","no","no"
509772,"TCD",2018,1.59032071415158,"pdssat","gfdl","rcp8.5","no","no"
509773,"TCD",2019,1.05009071277643,"pdssat","gfdl","rcp8.5","no","no"
509774,"TCD",2020,0.864848568617553,"pdssat","gfdl","rcp8.5","no","no"
509785,"THA",2011,1.36887824778372,"pdssat","gfdl","rcp8.5","no","no"
509786,"THA",2012,1.41167492769405,"pdssat","gfdl","rcp8.5","no","no"
509787,"THA",2013,2.88375533280013,"pdssat","gfdl","rcp8.5","no","no"
509788,"THA",2014,1.52599701268642,"pdssat","gfdl","rcp8.5","no","no"
509789,"THA",2015,0.640908828621636,"pdssat","gfdl","rcp8.5","no","no"
509790,"THA",2016,2.84692801076772,"pdssat","gfdl","rcp8.5","no","no"
509791,"THA",2017,2.68858147855182,"pdssat","gfdl","rcp8.5","no","no"
509792,"THA",2018,1.11625150025387,"pdssat","gfdl","rcp8.5","no","no"
509793,"THA",2019,1.6533113357157,"pdssat","gfdl","rcp8.5","no","no"
509794,"THA",2020,1.81981275147972,"pdssat","gfdl","rcp8.5","no","no"
510105,"BDI",2021,3.0878481483586,"pdssat","gfdl","rcp8.5","no","no"
510106,"BDI",2022,2.79470460046635,"pdssat","gfdl","rcp8.5","no","no"
510107,"BDI",2023,3.0357286397841,"pdssat","gfdl","rcp8.5","no","no"
510108,"BDI",2024,2.98260154057757,"pdssat","gfdl","rcp8.5","no","no"
510109,"BDI",2025,2.46893301503402,"pdssat","gfdl","rcp8.5","no","no"
510110,"BDI",2026,2.98940979729735,"pdssat","gfdl","rcp8.5","no","no"
510111,"BDI",2027,2.6768269451667,"pdssat","gfdl","rcp8.5","no","no"
510112,"BDI",2028,3.15658612766695,"pdssat","gfdl","rcp8.5","no","no"
510113,"BDI",2029,2.71585268011644,"pdssat","gfdl","rcp8.5","no","no"
510114,"BDI",2030,2.75254689770715,"pdssat","gfdl","rcp8.5","no","no"
510205,"BOL",2021,1.87526338836098,"pdssat","gfdl","rcp8.5","no","no"
510206,"BOL",2022,2.41990640290964,"pdssat","gfdl","rcp8.5","no","no"
510207,"BOL",2023,2.96002640466491,"pdssat","gfdl","rcp8.5","no","no"
510208,"BOL",2024,2.23273867914864,"pdssat","gfdl","rcp8.5","no","no"
510209,"BOL",2025,2.01059890273061,"pdssat","gfdl","rcp8.5","no","no"
510210,"BOL",2026,4.05173074057574,"pdssat","gfdl","rcp8.5","no","no"
510211,"BOL",2027,2.98258436489287,"pdssat","gfdl","rcp8.5","no","no"
510212,"BOL",2028,2.7893313258434,"pdssat","gfdl","rcp8.5","no","no"
510213,"BOL",2029,1.94564023118666,"pdssat","gfdl","rcp8.5","no","no"
510214,"BOL",2030,3.26584440229129,"pdssat","gfdl","rcp8.5","no","no"
510255,"CAF",2021,2.33427671450413,"pdssat","gfdl","rcp8.5","no","no"
510256,"CAF",2022,2.32726241385085,"pdssat","gfdl","rcp8.5","no","no"
510257,"CAF",2023,2.14455127222323,"pdssat","gfdl","rcp8.5","no","no"
510258,"CAF",2024,1.90285693592559,"pdssat","gfdl","rcp8.5","no","no"
510259,"CAF",2025,2.34740194278415,"pdssat","gfdl","rcp8.5","no","no"
510260,"CAF",2026,1.96504432164244,"pdssat","gfdl","rcp8.5","no","no"
510261,"CAF",2027,2.61374177344472,"pdssat","gfdl","rcp8.5","no","no"
510262,"CAF",2028,2.07084263788601,"pdssat","gfdl","rcp8.5","no","no"
510263,"CAF",2029,2.35032521837045,"pdssat","gfdl","rcp8.5","no","no"
510264,"CAF",2030,2.4305481653491,"pdssat","gfdl","rcp8.5","no","no"
510285,"CHL",2021,1.83372532526283,"pdssat","gfdl","rcp8.5","no","no"
510286,"CHL",2022,1.79767716149951,"pdssat","gfdl","rcp8.5","no","no"
510287,"CHL",2023,1.02706027741404,"pdssat","gfdl","rcp8.5","no","no"
510288,"CHL",2024,1.58667150208476,"pdssat","gfdl","rcp8.5","no","no"
510289,"CHL",2025,1.66343052070654,"pdssat","gfdl","rcp8.5","no","no"
510290,"CHL",2026,1.26517855221504,"pdssat","gfdl","rcp8.5","no","no"
510291,"CHL",2027,2.12219603275331,"pdssat","gfdl","rcp8.5","no","no"
510292,"CHL",2028,1.66597621009839,"pdssat","gfdl","rcp8.5","no","no"
510293,"CHL",2029,1.72025159884399,"pdssat","gfdl","rcp8.5","no","no"
510294,"CHL",2030,1.0902422199018,"pdssat","gfdl","rcp8.5","no","no"
510295,"CHN",2021,4.48402405012163,"pdssat","gfdl","rcp8.5","no","no"
510296,"CHN",2022,3.83892361653453,"pdssat","gfdl","rcp8.5","no","no"
510297,"CHN",2023,4.43950676841735,"pdssat","gfdl","rcp8.5","no","no"
510298,"CHN",2024,4.1840767297046,"pdssat","gfdl","rcp8.5","no","no"
510299,"CHN",2025,3.93425786461059,"pdssat","gfdl","rcp8.5","no","no"
510300,"CHN",2026,4.68586783277325,"pdssat","gfdl","rcp8.5","no","no"
510301,"CHN",2027,4.00123208467915,"pdssat","gfdl","rcp8.5","no","no"
510302,"CHN",2028,3.61213536161567,"pdssat","gfdl","rcp8.5","no","no"
510303,"CHN",2029,4.28193235891883,"pdssat","gfdl","rcp8.5","no","no"
510304,"CHN",2030,4.42330584250586,"pdssat","gfdl","rcp8.5","no","no"
510315,"CMR",2021,1.99828704959017,"pdssat","gfdl","rcp8.5","no","no"
510316,"CMR",2022,1.81448128302554,"pdssat","gfdl","rcp8.5","no","no"
510317,"CMR",2023,2.17733582962717,"pdssat","gfdl","rcp8.5","no","no"
510318,"CMR",2024,2.10305609568173,"pdssat","gfdl","rcp8.5","no","no"
510319,"CMR",2025,2.19548990466467,"pdssat","gfdl","rcp8.5","no","no"
510320,"CMR",2026,1.88846989941407,"pdssat","gfdl","rcp8.5","no","no"
510321,"CMR",2027,2.04684089917506,"pdssat","gfdl","rcp8.5","no","no"
510322,"CMR",2028,1.92557019803929,"pdssat","gfdl","rcp8.5","no","no"
510323,"CMR",2029,1.94814249445029,"pdssat","gfdl","rcp8.5","no","no"
510324,"CMR",2030,2.08158144662483,"pdssat","gfdl","rcp8.5","no","no"
510345,"COL",2021,3.12200706228678,"pdssat","gfdl","rcp8.5","no","no"
510346,"COL",2022,3.01527844214546,"pdssat","gfdl","rcp8.5","no","no"
510347,"COL",2023,3.40168433977676,"pdssat","gfdl","rcp8.5","no","no"
510348,"COL",2024,3.94526768511265,"pdssat","gfdl","rcp8.5","no","no"
510349,"COL",2025,4.05363888409676,"pdssat","gfdl","rcp8.5","no","no"
510350,"COL",2026,3.05791215725564,"pdssat","gfdl","rcp8.5","no","no"
510351,"COL",2027,4.10023464001792,"pdssat","gfdl","rcp8.5","no","no"
510352,"COL",2028,2.47817677381592,"pdssat","gfdl","rcp8.5","no","no"
510353,"COL",2029,3.25433285151864,"pdssat","gfdl","rcp8.5","no","no"
510354,"COL",2030,3.36094003412256,"pdssat","gfdl","rcp8.5","no","no"
510365,"CRI",2021,1.75053824169655,"pdssat","gfdl","rcp8.5","no","no"
510366,"CRI",2022,2.69887675793196,"pdssat","gfdl","rcp8.5","no","no"
510367,"CRI",2023,2.76273684258228,"pdssat","gfdl","rcp8.5","no","no"
510368,"CRI",2024,4.92691774579571,"pdssat","gfdl","rcp8.5","no","no"
510369,"CRI",2025,0.838426758592085,"pdssat","gfdl","rcp8.5","no","no"
510370,"CRI",2026,2.62313139195611,"pdssat","gfdl","rcp8.5","no","no"
510371,"CRI",2027,3.83939026904813,"pdssat","gfdl","rcp8.5","no","no"
